Bedrooms,Bathrooms,SquareFootageHouse,Location,Age,PoolQuality,HasPhotovoltaics,HeatingType,HasFiberglass,IsFurnished,DateSinceForSale,HouseColor,HasFireplace,KitchensQuality,BathroomsQuality,BedroomsQuality,LivingRoomsQuality,SquareFootageGarden,PreviousOwnerRating,HeatingCosts,Price,WindowMaterial
2.0,1.0,88.0,0.0,23.0,-1.0,False,0,1,1,2023-10-22,White,False,1,1,0,0,6.0,1.92,51.6,140.27035,2
2.0,2.0,70.0,1.0,66.0,2.0,False,0,1,1,2022-10-11,Yellow,False,1,2,2,2,46.0,4.28,43.752309953773995,235.91967,0
2.0,2.0,73.0,2.0,49.0,-1.0,False,2,0,0,2022-01-09,Yellow,False,2,0,1,1,6.0,4.8,116.75324372847474,296.36605,2
2.0,1.0,91.0,1.0,58.0,-1.0,True,0,1,1,2022-06-03,Green,False,1,1,1,0,6.0,3.19,55.72270582673539,174.75451,1
1.0,1.0,59.0,2.0,19.0,2.0,False,2,1,0,2021-12-22,Green,False,2,2,1,2,46.0,2.53,94.28910193489459,356.92534,1
1.0,2.0,59.0,2.0,10.0,-1.0,True,0,0,1,2020-06-13,Yellow,False,1,2,2,0,6.0,1.59,36.0,282.70442,2
1.0,1.0,29.0,0.0,47.0,0.0,False,2,0,1,2021-01-15,White,False,2,2,0,1,14.0,2.94,48.0,55.09377,0
4.0,4.0,148.0,2.0,47.0,1.0,False,2,0,0,2021-01-01,Green,False,1,1,1,0,16.0,3.26,237.09686047979696,449.47079,2
1.0,1.0,95.0,0.0,35.0,1.0,False,0,1,1,2021-06-21,Green,False,1,1,2,2,16.0,2.05,58.00278123110899,131.99958,1
2.0,2.0,95.0,1.0,63.0,-1.0,False,0,1,1,2022-05-05,Green,False,2,0,2,2,6.0,3.07,58.00278123110899,251.4986,2
2.0,1.0,68.0,1.0,25.0,1.0,False,2,0,1,2022-02-27,Gray,False,1,1,2,1,16.0,2.87,108.8,179.10041,0
2.0,3.0,125.0,0.0,13.0,2.0,False,2,0,0,2020-08-25,Green,False,0,2,1,1,46.0,3.1,200.19148467605814,190.89413,1
2.0,1.0,61.0,0.0,53.0,-1.0,False,1,0,1,2023-12-31,Yellow,False,1,0,0,2,6.0,2.5,61.0,94.32593,1
3.0,3.0,101.0,1.0,52.0,1.0,False,0,1,1,2022-01-13,Yellow,False,2,1,2,1,16.0,1.91,61.42289433766939,195.01056,0
1.0,1.0,45.0,0.0,68.0,1.0,True,2,1,0,2022-11-28,White,False,1,1,1,0,16.0,3.33,72.0,117.54738,2
2.0,4.0,135.0,0.0,49.0,1.0,False,1,0,1,2022-10-26,Green,False,1,1,1,2,16.0,3.1,134.71740683475616,180.02624,1
2.0,5.0,142.0,2.0,35.0,2.0,False,1,0,0,2020-05-24,White,False,2,1,1,1,46.0,3.69,141.62729318255123,366.2329,0
4.0,4.0,133.0,2.0,47.0,-1.0,False,1,0,0,2020-06-08,White,False,0,2,1,2,6.0,3.66,132.74315359252904,291.84608,1
2.0,2.0,66.0,2.0,53.0,2.0,False,1,0,1,2022-08-13,Yellow,False,1,1,1,2,46.0,4.52,66.60566997791949,314.98402,0
1.0,1.0,98.0,2.0,61.0,-1.0,False,2,0,1,2022-03-26,Gray,False,1,0,1,0,6.0,2.32,156.86778264558214,225.40154,0
1.0,1.0,49.0,2.0,82.0,-1.0,False,0,1,1,2021-02-16,Gray,False,0,0,0,1,6.0,1.83,31.781914080812598,89.20655,0
1.0,1.0,31.0,2.0,58.0,1.0,False,2,0,1,2020-07-27,White,False,1,1,0,2,16.0,2.51,46.4,135.97201,0
4.0,4.0,129.0,2.0,37.0,0.0,True,1,0,1,2021-06-25,Gray,False,2,1,2,2,14.0,2.3,130.0,342.50873,0
1.0,1.0,38.0,1.0,31.0,-1.0,False,2,1,1,2023-12-16,Green,False,0,1,1,2,6.0,2.0,62.4,163.99051,1
1.0,1.0,25.0,2.0,61.0,-1.0,False,0,0,1,2020-08-20,Green,False,2,0,0,1,6.0,2.8,18.101461654570997,132.44417,1
1.0,1.0,43.0,1.0,47.0,0.0,False,0,1,1,2021-08-27,Gray,False,1,2,2,0,14.0,3.23,28.361800974252198,201.02968,2
1.0,1.0,98.0,1.0,56.0,0.0,False,0,0,1,2022-12-09,Yellow,False,1,2,1,0,14.0,4.66,58.2,198.23561,1
1.0,1.0,53.0,1.0,67.0,-1.0,False,1,1,1,2022-12-19,Gray,False,2,2,2,1,6.0,2.33,52.0,116.57241,0
3.0,2.0,124.0,0.0,47.0,-1.0,False,2,1,1,2022-08-15,Yellow,False,1,2,1,1,6.0,4.47,198.4,207.93891,2
1.0,3.0,119.0,2.0,32.0,-1.0,False,0,0,1,2024-01-07,White,False,1,2,1,1,6.0,1.41,71.4,309.76046,1
2.0,2.0,115.0,1.0,12.0,0.0,False,0,0,1,2021-06-01,Gray,False,1,1,2,1,14.0,1.89,69.403158252977,284.75563,2
1.0,1.0,28.0,1.0,53.0,-1.0,False,2,0,0,2021-02-04,Green,False,0,1,2,1,6.0,2.49,48.0,144.2613,2
1.0,1.0,34.0,0.0,58.0,-1.0,False,2,0,0,2021-03-24,Gray,False,2,1,0,1,6.0,2.94,52.8,37.92018,0
1.0,1.0,59.0,1.0,32.0,-1.0,False,1,0,1,2022-02-17,White,False,1,1,1,1,6.0,2.85,59.69578363012446,206.10447,2
1.0,1.0,105.0,2.0,47.0,2.0,True,2,1,0,2021-05-13,Gray,False,0,1,0,1,46.0,1.86,166.4,319.21529,0
3.0,2.0,146.0,1.0,32.0,-1.0,True,1,0,1,2023-01-29,White,False,0,1,1,1,6.0,3.02,145.57579966700553,272.90942,1
2.0,1.0,78.0,0.0,23.0,-1.0,False,1,0,1,2023-07-28,Yellow,False,1,1,0,1,6.0,2.45,78.45118943128239,111.7493,1
1.0,2.0,65.0,2.0,47.0,-1.0,False,0,1,1,2020-04-07,White,False,1,1,2,1,6.0,1.65,38.4,138.75448,0
1.0,1.0,48.0,2.0,19.0,1.0,False,2,0,1,2023-11-04,Gray,False,1,0,1,1,16.0,1.59,72.0,191.10104,0
2.0,3.0,102.0,0.0,60.0,-1.0,False,2,0,0,2023-06-25,Gray,False,1,1,0,2,6.0,1.59,163.28610887231935,99.84691,0
1.0,2.0,72.0,1.0,59.0,2.0,False,0,0,1,2023-10-24,White,False,1,0,0,1,46.0,1.47,44.89234765596079,305.63025,2
1.0,1.0,40.0,1.0,40.0,-1.0,False,2,0,0,2020-05-21,Yellow,False,1,0,0,2,6.0,4.03,63.80205235789296,70.63917,0
2.0,2.0,100.0,1.0,17.0,-1.0,True,0,0,1,2023-04-14,Gray,False,1,2,1,1,6.0,2.84,60.85287548657599,151.72641,0
1.0,1.0,51.0,2.0,26.0,2.0,False,0,0,0,2023-03-08,Green,False,2,0,1,1,46.0,1.91,30.0,346.10895,2
1.0,1.0,33.0,0.0,61.0,1.0,True,1,1,1,2020-07-12,Yellow,False,0,2,2,1,16.0,2.12,34.0,124.48368,2
1.0,1.0,50.0,2.0,37.0,0.0,False,2,1,1,2020-02-13,Yellow,False,0,1,1,2,14.0,3.64,79.84786792473592,188.14168,0
5.0,5.0,131.0,0.0,38.0,-1.0,True,2,0,1,2024-02-07,Green,False,0,2,1,1,6.0,2.4,209.81897401616393,231.53398,2
1.0,1.0,50.0,2.0,54.0,-1.0,False,1,0,1,2022-09-03,Gray,False,1,2,1,1,6.0,1.46,50.81164404010228,275.65478,2
1.0,2.0,83.0,2.0,56.0,-1.0,False,1,1,1,2024-01-29,Green,False,1,1,1,2,6.0,2.32,84.0,216.19878,0
2.0,2.0,94.0,1.0,13.0,2.0,True,1,0,0,2020-11-04,White,False,1,1,2,1,46.0,2.16,93.0,213.97082,0
1.0,1.0,81.0,0.0,47.0,-1.0,False,1,1,1,2022-08-07,Green,False,1,1,2,0,6.0,2.86,81.41256929462311,137.03235,2
3.0,2.0,114.0,0.0,48.0,1.0,False,2,0,0,2023-12-20,Yellow,False,2,1,2,0,16.0,1.61,182.4,155.35352,1
2.0,1.0,74.0,1.0,62.0,1.0,False,2,0,1,2023-12-13,Green,False,0,1,1,1,16.0,1.8,118.35782528515904,171.33808,0
1.0,1.0,91.0,1.0,61.0,1.0,False,2,0,1,2020-04-23,Yellow,False,1,1,2,2,16.0,2.69,145.63571174879206,196.03252,0
5.0,5.0,132.0,1.0,42.0,0.0,False,0,1,0,2023-01-20,Yellow,False,1,1,2,2,14.0,2.25,79.0934787215648,241.34152,1
2.0,2.0,87.0,0.0,34.0,-1.0,False,1,0,1,2023-04-27,White,False,2,1,2,0,6.0,1.54,88.0,125.34175,1
2.0,1.0,89.0,0.0,71.0,-1.0,True,2,0,0,2021-07-13,Green,False,2,1,0,2,6.0,1.55,140.8,81.75505,0
1.0,1.0,37.0,1.0,29.0,-1.0,False,2,1,1,2020-01-11,White,False,2,1,1,1,6.0,2.99,60.8,104.72191,0
5.0,2.0,141.0,2.0,70.0,-1.0,False,1,1,1,2023-03-25,Gray,False,1,0,1,0,6.0,2.33,140.0,366.20014,1
1.0,2.0,69.0,1.0,27.0,0.0,False,0,1,0,2020-06-05,Gray,False,0,1,2,0,14.0,1.63,43.182291102680594,147.2467,1
2.0,2.0,71.0,1.0,42.0,2.0,False,2,0,1,2021-05-21,White,False,2,0,1,2,46.0,2.45,113.6,251.68227,0
3.0,1.0,102.0,2.0,47.0,-1.0,False,0,0,1,2021-01-26,White,False,1,2,1,0,6.0,1.78,61.2,312.51601,2
1.0,1.0,56.0,2.0,49.0,-1.0,True,0,0,1,2020-12-01,Green,False,0,1,1,2,6.0,2.53,229.0,111.76982,0
1.0,1.0,93.0,2.0,25.0,0.0,False,1,0,0,2021-12-22,Yellow,False,1,2,0,1,14.0,4.3,93.25808874798602,194.73208,0
1.0,3.0,101.0,0.0,60.0,1.0,False,1,0,1,2022-01-31,Green,False,2,1,1,2,16.0,2.42,101.15510171689462,146.91202,1
1.0,1.0,28.0,0.0,59.0,-1.0,False,1,0,1,2021-02-17,White,False,2,2,0,2,6.0,1.49,28.0,72.46292,1
3.0,1.0,108.0,1.0,61.0,1.0,False,2,1,1,2021-09-21,White,False,1,1,1,1,16.0,1.7,172.91359821242511,288.52443,1
2.0,2.0,65.0,0.0,68.0,0.0,False,1,0,1,2023-11-15,Yellow,False,1,0,1,0,14.0,3.38,65.61854335680592,103.54925,1
1.0,1.0,31.0,2.0,47.0,-1.0,False,2,1,0,2021-04-28,Yellow,False,2,1,1,0,6.0,4.38,49.3608183477343,159.37628,1
5.0,2.0,140.0,0.0,47.0,1.0,False,1,0,1,2020-09-02,Gray,False,2,2,2,2,16.0,3.1,139.65303994032405,192.60537,1
2.0,2.0,89.0,1.0,64.0,-1.0,True,0,1,0,2023-09-08,Yellow,False,2,0,2,2,6.0,3.33,53.4,165.84324,1
2.0,2.0,111.0,1.0,47.0,-1.0,False,0,0,0,2020-08-16,Green,False,2,0,1,1,6.0,2.77,67.12308284860339,187.70565,2
1.0,3.0,118.0,1.0,60.0,-1.0,True,2,0,1,2023-04-10,Gray,False,1,2,0,1,6.0,1.92,188.95941377926806,268.22279,1
2.0,4.0,131.0,2.0,47.0,-1.0,True,1,0,1,2022-06-25,Yellow,False,1,1,1,1,6.0,4.58,130.76890035030186,268.14279,0
2.0,2.0,67.0,0.0,47.0,-1.0,False,2,0,1,2023-05-22,Gray,False,1,2,2,1,6.0,1.48,107.12575438836896,92.65441,0
2.0,2.0,150.0,1.0,33.0,2.0,False,0,1,1,2022-11-17,Gray,False,2,0,0,1,46.0,1.38,89.35381804124599,399.97087,2
2.0,1.0,78.0,2.0,14.0,-1.0,False,2,0,1,2020-10-12,Green,False,2,1,1,2,6.0,2.33,124.77615151189623,370.04043,2
1.0,1.0,50.0,0.0,45.0,1.0,True,2,0,1,2022-08-10,Green,False,1,1,2,2,16.0,1.98,79.84786792473592,119.40084,1
1.0,2.0,65.0,0.0,70.0,-1.0,False,2,1,1,2021-08-30,White,False,1,1,1,0,6.0,3.46,104.0,109.19771,1
1.0,1.0,41.0,0.0,64.0,1.0,False,0,0,1,2020-02-25,Yellow,False,2,1,0,1,16.0,1.71,24.6,54.0934,0
3.0,2.0,109.0,2.0,29.0,-1.0,False,0,1,1,2023-05-04,Yellow,False,2,1,0,1,6.0,2.31,65.9830451464166,381.32524,2
1.0,1.0,114.0,0.0,62.0,1.0,False,1,0,1,2022-09-28,White,False,1,1,1,2,16.0,3.25,113.98774779137109,118.03536,0
3.0,1.0,135.0,0.0,68.0,-1.0,False,2,1,1,2023-09-15,Gray,False,2,0,1,2,6.0,2.88,214.4,220.47671,2
1.0,1.0,144.0,0.0,63.0,-1.0,True,1,0,1,2022-08-06,Green,False,1,2,0,0,6.0,2.67,143.60154642477835,120.53255,0
1.0,1.0,68.0,2.0,26.0,-1.0,True,1,0,1,2023-08-21,Green,False,2,2,2,2,6.0,2.23,69.0,358.67491,2
2.0,2.0,103.0,1.0,47.0,-1.0,False,0,0,1,2024-03-26,White,False,1,2,1,2,6.0,2.55,62.56293203985619,140.77147,0
1.0,2.0,67.0,1.0,40.0,-1.0,False,1,1,1,2020-09-11,Gray,False,1,2,1,2,6.0,1.45,67.59279659903306,132.29861,0
2.0,2.0,95.0,2.0,41.0,-1.0,False,0,0,1,2023-05-03,White,False,1,1,1,1,6.0,1.56,57.6,181.56089,0
3.0,5.0,149.0,1.0,48.0,2.0,False,1,0,0,2020-01-05,Gray,False,2,1,1,1,46.0,1.75,148.53717953034624,306.2536,1
2.0,3.0,100.0,1.0,47.0,0.0,False,0,0,1,2022-06-25,Gray,False,1,1,1,1,14.0,2.91,61.2,254.67233,2
3.0,1.0,123.0,0.0,59.0,1.0,False,1,1,1,2022-03-21,Yellow,False,1,2,1,1,16.0,1.24,123.0,135.13871,0
2.0,2.0,82.0,0.0,58.0,-1.0,False,2,0,0,2021-10-10,White,False,1,1,1,1,6.0,1.56,131.1944777386334,79.64838,0
2.0,1.0,78.0,2.0,37.0,2.0,False,2,1,1,2021-04-23,Gray,False,2,2,1,2,46.0,2.97,124.77615151189623,461.2927,1
1.0,1.0,38.0,1.0,47.0,0.0,False,2,0,1,2020-04-11,Gray,False,0,1,1,0,14.0,1.59,60.8,132.45281,1
2.0,2.0,112.0,0.0,60.0,1.0,True,0,1,0,2022-04-25,White,False,0,1,1,0,16.0,1.39,67.8,85.70749,0
3.0,2.0,128.0,0.0,47.0,-1.0,False,2,0,1,2020-01-23,Gray,False,1,2,2,1,6.0,2.01,205.00522934611104,198.76794,2
1.0,1.0,150.0,0.0,64.0,0.0,False,0,0,1,2021-12-27,Yellow,False,1,2,0,2,14.0,1.46,89.35381804124599,154.26353,1
1.0,1.0,47.0,1.0,54.0,-1.0,False,1,1,0,2023-04-26,Green,False,1,1,0,1,6.0,2.55,49.0,78.58427,0
2.0,1.0,80.0,1.0,26.0,1.0,True,0,0,0,2022-09-03,Green,False,2,0,0,1,16.0,2.87,47.4,117.16706,0
1.0,1.0,23.0,0.0,36.0,-1.0,False,0,1,1,2020-04-17,Green,False,1,0,1,0,6.0,2.01,13.2,90.27308,2
2.0,2.0,104.0,0.0,50.0,0.0,False,2,1,0,2023-10-09,Yellow,False,2,2,1,2,14.0,2.35,166.49527198568794,129.97775,0
1.0,1.0,72.0,0.0,41.0,-1.0,False,2,0,1,2023-03-05,White,False,1,2,1,2,6.0,2.9,116.8,97.17039,0
2.0,1.0,64.0,0.0,31.0,1.0,True,1,1,1,2020-08-18,Gray,False,1,1,2,2,16.0,1.55,64.63141673569234,95.78613,0
1.0,2.0,65.0,2.0,34.0,-1.0,False,1,1,1,2023-11-11,White,False,1,1,1,1,6.0,2.95,65.0,183.80486,0
2.0,2.0,105.0,0.0,28.0,-1.0,False,0,0,1,2023-02-13,Gray,False,1,1,2,0,6.0,1.71,62.4,149.95822,2
2.0,2.0,66.0,2.0,43.0,2.0,False,2,1,0,2022-07-28,White,False,0,1,1,0,46.0,2.54,102.4,337.94988,1
3.0,3.0,131.0,2.0,47.0,-1.0,False,1,0,1,2022-10-13,Gray,False,0,2,1,1,6.0,1.37,130.76890035030186,344.38681,1
4.0,1.0,149.0,1.0,63.0,0.0,False,1,0,1,2022-12-01,White,False,1,0,1,2,14.0,3.83,148.0,287.78848,1
1.0,1.0,24.0,0.0,47.0,-1.0,True,2,1,1,2023-09-07,Yellow,False,0,1,1,1,6.0,4.04,41.6,38.22369,0
1.0,1.0,77.0,0.0,44.0,-1.0,False,2,0,1,2020-10-18,Green,False,1,1,2,1,6.0,2.39,123.17156995521192,88.87997,0
1.0,1.0,94.0,0.0,41.0,1.0,True,0,1,1,2023-03-09,Gray,False,2,2,1,1,16.0,2.93,57.43276238001559,172.40218,2
1.0,1.0,81.0,2.0,71.0,-1.0,False,1,1,1,2023-03-22,Gray,False,2,1,1,1,6.0,4.6,81.41256929462311,341.55079,2
1.0,2.0,83.0,0.0,30.0,-1.0,False,2,0,0,2020-02-20,Gray,False,1,2,1,1,6.0,1.67,132.8,129.61712,2
2.0,2.0,75.0,2.0,49.0,-1.0,False,2,1,1,2021-02-09,Gray,False,0,1,1,2,6.0,2.37,119.96240684184333,290.64997,1
1.0,1.0,53.0,1.0,42.0,1.0,False,1,0,1,2023-10-18,Green,False,2,0,2,2,16.0,3.02,53.773023903443004,245.35802,2
1.0,1.0,52.0,1.0,49.0,-1.0,False,1,0,1,2020-09-19,Green,False,1,2,1,1,6.0,2.75,53.0,94.26057,0
2.0,2.0,118.0,2.0,44.0,-1.0,False,1,0,1,2021-06-06,Green,False,2,2,1,1,6.0,2.75,118.0,399.83126,2
1.0,1.0,37.0,2.0,47.0,-1.0,True,2,0,0,2020-05-09,White,False,1,1,1,2,6.0,1.75,58.98830768784008,105.56633,0
1.0,3.0,128.0,0.0,57.0,0.0,False,0,1,1,2023-09-22,Green,False,2,1,2,0,14.0,1.79,75.6,151.10238,1
2.0,2.0,60.0,0.0,67.0,-1.0,True,2,0,0,2023-12-29,White,False,2,2,1,2,6.0,3.35,95.8936834915789,101.76006,1
1.0,1.0,31.0,2.0,58.0,-1.0,False,2,0,0,2021-06-25,White,False,2,1,1,1,6.0,2.04,49.3608183477343,150.28262,1
1.0,2.0,68.0,2.0,71.0,-1.0,True,0,0,1,2021-07-04,Green,False,1,1,2,0,6.0,3.31,42.61227225158719,199.8482,1
1.0,1.0,24.0,2.0,43.0,-1.0,False,0,1,1,2022-07-30,Gray,False,1,2,2,1,6.0,2.47,17.5314428034776,186.25008,1
1.0,1.0,53.0,1.0,64.0,-1.0,False,0,0,0,2023-04-09,White,False,2,1,2,2,6.0,2.54,34.061989485186196,168.82418,2
3.0,2.0,107.0,0.0,31.0,2.0,True,2,1,0,2021-12-20,Green,False,0,2,0,1,46.0,2.43,171.3090166557408,209.12516,2
1.0,3.0,106.0,0.0,36.0,-1.0,False,1,0,1,2023-01-05,White,False,1,2,0,1,6.0,3.81,107.0,165.19994,2
1.0,1.0,100.0,2.0,53.0,-1.0,False,2,0,1,2021-08-25,Yellow,False,2,1,2,2,6.0,1.99,160.07694575895073,410.78695,2
1.0,1.0,33.0,0.0,24.0,-1.0,False,1,1,1,2022-01-10,Gray,False,2,1,1,1,6.0,1.92,33.0,117.23605,2
2.0,3.0,112.0,0.0,64.0,-1.0,False,1,0,1,2022-07-15,Gray,False,0,1,1,1,6.0,2.33,112.0,130.14756,1
2.0,2.0,124.0,0.0,55.0,-1.0,False,0,0,1,2023-10-29,White,False,1,1,2,0,6.0,3.05,74.53332791281758,129.33547,1
1.0,2.0,59.0,0.0,66.0,1.0,False,0,0,1,2023-09-24,Gray,False,2,0,2,1,16.0,2.67,36.0,75.73077,0
1.0,1.0,48.0,2.0,30.0,-1.0,False,2,1,1,2021-07-29,Green,False,2,0,1,0,6.0,3.49,78.4,301.48021,2
1.0,1.0,33.0,1.0,33.0,2.0,False,2,1,0,2020-05-23,Gray,False,1,2,1,0,46.0,2.11,52.56998146110289,199.65063,1
2.0,1.0,94.0,1.0,40.0,0.0,False,0,0,1,2020-12-23,Green,False,1,1,1,0,14.0,2.31,57.43276238001559,180.72962,1
1.0,1.0,23.0,0.0,47.0,-1.0,True,0,0,1,2020-12-21,Green,False,1,0,1,1,6.0,2.9,12.6,79.7625,2
2.0,1.0,96.0,1.0,49.0,-1.0,False,1,0,1,2023-07-29,Green,False,0,1,2,2,6.0,2.53,97.0,211.54734,1
1.0,1.0,82.0,2.0,4.0,-1.0,False,2,0,1,2020-11-17,White,False,1,1,2,1,6.0,3.56,132.8,310.59137,1
1.0,1.0,82.0,0.0,58.0,1.0,False,1,0,1,2021-12-12,Yellow,False,1,2,2,2,16.0,1.82,83.0,133.05481,1
2.0,4.0,132.0,1.0,47.0,-1.0,False,0,1,1,2022-10-23,Yellow,False,2,1,1,1,6.0,2.29,79.2,195.98198,0
5.0,2.0,135.0,2.0,54.0,-1.0,False,0,1,1,2021-12-11,Yellow,False,0,2,1,0,6.0,4.61,80.80353527484499,417.54974,2
1.0,1.0,64.0,2.0,61.0,2.0,False,2,1,0,2022-08-03,Green,False,0,0,1,2,46.0,1.68,102.31200971831608,398.2243,2
1.0,1.0,36.0,1.0,11.0,-1.0,False,1,1,1,2021-05-08,White,False,2,2,1,1,6.0,2.87,36.0,154.4355,1
1.0,2.0,78.0,0.0,47.0,0.0,True,1,0,0,2023-06-25,Gray,False,2,0,0,2,14.0,2.43,78.0,70.73234,0
1.0,1.0,68.0,1.0,47.0,-1.0,False,0,0,1,2021-05-14,White,False,1,0,0,0,6.0,3.69,40.8,167.81531,2
1.0,1.0,78.0,0.0,68.0,-1.0,False,0,1,1,2021-02-01,Gray,False,1,2,2,0,6.0,1.95,46.8,67.23307,0
3.0,4.0,131.0,1.0,58.0,1.0,False,2,1,1,2022-01-04,White,False,2,2,2,0,16.0,3.32,209.81897401616393,348.61103,1
2.0,2.0,67.0,0.0,41.0,-1.0,False,2,1,1,2020-03-17,Yellow,False,0,0,1,1,6.0,3.51,107.2,81.44875,0
1.0,1.0,44.0,2.0,28.0,1.0,False,2,0,0,2020-06-17,Green,False,1,1,2,0,16.0,1.95,70.22037858463015,150.11355,0
1.0,1.0,87.0,0.0,55.0,-1.0,True,0,0,1,2020-01-16,White,False,1,1,0,2,6.0,3.34,53.442630422361795,121.78254,2
1.0,1.0,48.0,0.0,45.0,-1.0,False,0,0,0,2023-06-04,Yellow,False,1,1,2,1,6.0,1.34,31.211895229719197,95.14136,2
2.0,1.0,86.0,1.0,46.0,1.0,True,2,0,0,2023-01-27,White,False,1,1,1,2,16.0,1.59,137.6128039653706,170.12037,0
1.0,2.0,101.0,0.0,58.0,-1.0,False,1,0,1,2021-11-15,Gray,False,1,1,1,1,6.0,2.77,101.0,149.74565,2
1.0,1.0,99.0,0.0,47.0,-1.0,False,1,1,1,2020-03-13,White,False,1,1,1,0,6.0,2.87,99.18084847466747,140.33656,2
2.0,2.0,87.0,2.0,68.0,-1.0,False,1,1,1,2022-03-21,Gray,False,2,0,2,1,6.0,1.96,87.33532902130456,218.1492,0
2.0,1.0,114.0,0.0,66.0,-1.0,True,1,1,1,2021-02-27,Yellow,False,1,1,0,2,6.0,4.77,113.98774779137109,131.55895,1
3.0,1.0,112.0,1.0,44.0,-1.0,False,2,0,0,2022-04-18,Green,False,0,1,2,2,6.0,2.02,177.6,177.47546,0
2.0,2.0,107.0,2.0,32.0,0.0,False,1,0,1,2021-06-03,Gray,False,2,2,0,0,14.0,2.66,106.0,251.08729,0
5.0,1.0,141.0,1.0,68.0,-1.0,True,0,1,1,2021-09-26,Yellow,False,0,0,0,1,6.0,4.55,84.6,165.64979,0
1.0,1.0,31.0,2.0,57.0,0.0,False,1,1,1,2020-04-24,White,False,1,2,1,1,14.0,1.44,32.056238238944346,208.41829,1
1.0,1.0,54.0,1.0,50.0,-1.0,False,0,0,1,2020-08-04,White,False,0,2,1,2,6.0,2.02,34.6320083362796,132.98955,1
2.0,2.0,90.0,0.0,47.0,0.0,False,0,0,0,2022-10-11,Green,False,1,1,0,0,14.0,1.95,55.15268697564199,89.02201,1
1.0,3.0,116.0,2.0,38.0,-1.0,False,1,0,1,2023-08-12,Gray,False,2,1,1,1,6.0,3.02,115.0,263.3513,0
1.0,1.0,82.0,2.0,47.0,-1.0,False,0,0,0,2021-11-24,Gray,False,0,1,0,1,6.0,2.52,50.592536166894796,219.24435,2
1.0,3.0,103.0,1.0,15.0,-1.0,False,0,0,1,2020-06-26,Gray,False,2,1,2,2,6.0,1.36,62.56293203985619,252.38517,2
5.0,1.0,143.0,1.0,47.0,0.0,False,0,1,1,2020-06-30,Gray,False,0,1,2,1,14.0,2.09,85.36368608359219,294.22249,2
2.0,2.0,137.0,1.0,51.0,2.0,True,2,1,0,2022-02-16,Gray,False,1,2,0,0,46.0,1.74,219.2,343.87031,1
1.0,1.0,73.0,0.0,54.0,-1.0,False,2,0,1,2023-05-31,White,False,1,1,2,2,6.0,1.5,113.6,90.68588,0
1.0,1.0,50.0,2.0,47.0,-1.0,True,1,1,1,2021-02-16,White,False,0,1,2,1,6.0,3.57,49.0,193.63186,1
1.0,1.0,29.0,1.0,31.0,0.0,True,0,0,1,2022-07-27,Yellow,False,0,2,1,2,14.0,2.45,20.3815370589446,142.51291,1
1.0,1.0,23.0,2.0,47.0,1.0,True,1,0,1,2020-11-01,Gray,False,0,1,1,1,16.0,1.97,24.159225270035748,99.56535,0
1.0,3.0,111.0,0.0,61.0,-1.0,False,0,0,1,2023-03-27,White,False,1,1,2,1,6.0,1.84,67.12308284860339,87.45644,0
1.0,2.0,81.0,0.0,27.0,-1.0,False,0,1,0,2020-08-26,Gray,False,2,1,2,0,6.0,2.76,50.022517315801394,65.03054,0
1.0,1.0,93.0,2.0,47.0,-1.0,True,1,1,1,2022-07-14,Gray,False,0,1,2,2,6.0,2.64,92.0,200.76824,0
1.0,1.0,34.0,2.0,56.0,-1.0,True,1,0,0,2024-01-11,Yellow,False,2,1,0,0,6.0,2.79,33.0,200.17669,2
1.0,1.0,32.0,1.0,39.0,2.0,True,2,0,0,2022-06-18,Green,False,1,2,0,2,46.0,3.27,52.8,247.50472,2
1.0,1.0,59.0,2.0,39.0,-1.0,False,2,1,1,2020-10-07,Green,False,1,2,2,1,6.0,1.68,94.28910193489459,336.26651,2
